venue,date,time,interested,sold_out,title,desc,url
City Recital Hall,Thu 20 October,7:00pm,No,No,Mozart's Haffner Serenade,"Music’s Classical style reached its peak with Mozart, and his mastery is evident in this Serenade for Orchestra. Written in 1776 when Mozart was just 20, the piece is dedicated to a family friend, Marie Elisabeth Haffner, to mark the occasion of her wedding.",https://www.sydneysymphony.com/concerts/mozarts-haffner-serenade
"Utzon Room, Sydney Opera House",Fri 21 October,6:00pm,No,No,Schubert & Brahms,"Stormy, bold, spirited – emotions run high in Schubert’s Fantasia. Originally written as a piano duet, Alexandre Oguey’s innovative arrangement lets an oboe and string quintet do the honours – bringing extra colour and brightness to some of Schubert’s best music.",https://www.sydneysymphony.com/concerts/schubert-brahms-2022
"Utzon Room, Sydney Opera House",Sat 22 October,6:00pm,No,No,Schubert & Brahms,"Stormy, bold, spirited – emotions run high in Schubert’s Fantasia. Originally written as a piano duet, Alexandre Oguey’s innovative arrangement lets an oboe and string quintet do the honours – bringing extra colour and brightness to some of Schubert’s best music.",https://www.sydneysymphony.com/concerts/schubert-brahms-2022
"Concert Hall, Sydney Opera House",Thu 27 October,1:30pm,No,No,Daniel Müller-Schott performs Dvořák,"The greatest cello concerto? Many cellists would argue it’s this piece by Dvořák – a late-career gem that surprised even himself. A piece that demands both a bold and tender sound, Dvořák’s sublime and lush melodies are brilliantly realised through the fearless and dashing playing of one of the world’s greatest cellists, Daniel Müller-Schott.",https://www.sydneysymphony.com/concerts/daniel-muller-schott-performs-dvorak
"Concert Hall, Sydney Opera House",Fri 28 October,11:00am,No,No,Daniel Müller-Schott performs Dvořák,"The greatest cello concerto? Many cellists would argue it’s this piece by Dvořák – a late-career gem that surprised even himself. A piece that demands both a bold and tender sound, Dvořák’s sublime and lush melodies are brilliantly realised through the fearless and dashing playing of one of the world’s greatest cellists, Daniel Müller-Schott.",https://www.sydneysymphony.com/concerts/daniel-muller-schott-performs-dvorak
"Utzon Room, Sydney Opera House",Fri 28 October,6:00pm,No,No,Takemitsu & Shostakovich,"“It was named the ‘rain tree’, for its abundant foliage continued to let fall rain drops from the previous night’s shower until the following midday.” For Toru Takemitsu, it was this passage from a Kenzaburo Oe novel that served as inspiration. The words come alive with the music as marimbas and vibraphone create the feeling of hundreds and thousands of falling raindrops. The marimba strikes again in a fascinating work by the Sydney Symphony’s own Timothy Constable.",https://www.sydneysymphony.com/concerts/takemitsu-shostakovich
"Concert Hall, Sydney Opera House",Fri 28 October,7:00pm,No,No,Daniel Müller-Schott performs Dvořák,"The greatest cello concerto? Many cellists would argue it’s this piece by Dvořák – a late-career gem that surprised even himself. A piece that demands both a bold and tender sound, Dvořák’s sublime and lush melodies are brilliantly realised through the fearless and dashing playing of one of the world’s greatest cellists, Daniel Müller-Schott.",https://www.sydneysymphony.com/concerts/daniel-muller-schott-performs-dvorak
"Concert Hall, Sydney Opera House",Sat 29 October,2:00pm,No,No,Daniel Müller-Schott performs Dvořák,"The greatest cello concerto? Many cellists would argue it’s this piece by Dvořák – a late-career gem that surprised even himself. A piece that demands both a bold and tender sound, Dvořák’s sublime and lush melodies are brilliantly realised through the fearless and dashing playing of one of the world’s greatest cellists, Daniel Müller-Schott.",https://www.sydneysymphony.com/concerts/daniel-muller-schott-performs-dvorak
"Utzon Room, Sydney Opera House",Sat 29 October,6:00pm,No,No,Takemitsu & Shostakovich,"“It was named the ‘rain tree’, for its abundant foliage continued to let fall rain drops from the previous night’s shower until the following midday.” For Toru Takemitsu, it was this passage from a Kenzaburo Oe novel that served as inspiration. The words come alive with the music as marimbas and vibraphone create the feeling of hundreds and thousands of falling raindrops. The marimba strikes again in a fascinating work by the Sydney Symphony’s own Timothy Constable.",https://www.sydneysymphony.com/concerts/takemitsu-shostakovich
"Concert Hall, Sydney Opera House",Fri 04 November,7:00pm,No,No,Lior & Compassion,"What happens when a great soulful voice meets the power of an orchestra? For singer-songwriter Lior and acclaimed composer Nigel Westlake, the outcome is a luminous deep-dive into the power of human compassion.",https://www.sydneysymphony.com/concerts/lior-compassion
"Concert Hall, Sydney Opera House",Sat 05 November,7:00pm,No,No,Lior & Compassion,"What happens when a great soulful voice meets the power of an orchestra? For singer-songwriter Lior and acclaimed composer Nigel Westlake, the outcome is a luminous deep-dive into the power of human compassion.",https://www.sydneysymphony.com/concerts/lior-compassion
"Concert Hall, Sydney Opera House",Wed 09 November,8:00pm,No,No,James Ehnes performs Beethoven,"When James Ehnes last performed with the Sydney Symphony, he received rave reviews. Now he returns to bring us Beethoven’s monumental Violin Concerto – one of the greatest of the violin repertoire, and entirely mesmerising here thanks to Ehnes’ masterly interpretation.",https://www.sydneysymphony.com/concerts/james-ehnes-performs-beethoven
"Concert Hall, Sydney Opera House",Fri 11 November,8:00pm,No,No,James Ehnes performs Beethoven,"When James Ehnes last performed with the Sydney Symphony, he received rave reviews. Now he returns to bring us Beethoven’s monumental Violin Concerto – one of the greatest of the violin repertoire, and entirely mesmerising here thanks to Ehnes’ masterly interpretation.",https://www.sydneysymphony.com/concerts/james-ehnes-performs-beethoven
"Concert Hall, Sydney Opera House",Sat 12 November,8:00pm,No,No,James Ehnes performs Beethoven,"When James Ehnes last performed with the Sydney Symphony, he received rave reviews. Now he returns to bring us Beethoven’s monumental Violin Concerto – one of the greatest of the violin repertoire, and entirely mesmerising here thanks to Ehnes’ masterly interpretation.",https://www.sydneysymphony.com/concerts/james-ehnes-performs-beethoven
"Concert Hall, Sydney Opera House",Thu 17 November,1:30pm,No,No,People's Choice Concert,"Music director, conductor, chief executive and musical mentor – through all her many roles around the globe, Simone Young’s career has been infused with a sense of celebration. In Hamburg, Simone Young energised the city’s music scene by throwing open the doors and inviting everyone to the musical party. Now it’s Sydney’s turn. Music director, conductor, chief executive and musical mentor – through all her many roles around the globe, Simone Young’s career has been infused with a sense of celebration.",https://www.sydneysymphony.com/concerts/peoples-choice-concert-2022
"Concert Hall, Sydney Opera House",Fri 18 November,7:00pm,No,No,People's Choice Concert,"Music director, conductor, chief executive and musical mentor – through all her many roles around the globe, Simone Young’s career has been infused with a sense of celebration. In Hamburg, Simone Young energised the city’s music scene by throwing open the doors and inviting everyone to the musical party. Now it’s Sydney’s turn. Music director, conductor, chief executive and musical mentor – through all her many roles around the globe, Simone Young’s career has been infused with a sense of celebration.",https://www.sydneysymphony.com/concerts/peoples-choice-concert-2022
"Concert Hall, Sydney Opera House",Sat 19 November,7:00pm,No,No,People's Choice Concert,"Music director, conductor, chief executive and musical mentor – through all her many roles around the globe, Simone Young’s career has been infused with a sense of celebration. In Hamburg, Simone Young energised the city’s music scene by throwing open the doors and inviting everyone to the musical party. Now it’s Sydney’s turn. Music director, conductor, chief executive and musical mentor – through all her many roles around the globe, Simone Young’s career has been infused with a sense of celebration.",https://www.sydneysymphony.com/concerts/peoples-choice-concert-2022
"Concert Hall, Sydney Opera House",Sun 20 November,2:00pm,No,No,Beethoven's Violin Sonatas with James Ehnes,"James Ehnes returns to the stage in this intimate recital, exploring three of Beethoven’s most famous violin sonatas – amongst the most treasured pieces in the violin repertoire. Written for piano and violin, Ehnes’ musicianship and technical mastery are on full display in this music that allows both instruments to shine.",https://www.sydneysymphony.com/concerts/beethoven-violin-sonata-james-ehnes
"Concert Hall, Sydney Opera House",Thu 24 November,7:00pm,No,No,Simone Young conducts Beethoven's Fidelio,"While Beethoven’s genius was extraordinary, it was always grounded in his deeply felt humanity. In his only opera, Fidelio, this powerful marriage of music and message draws on themes of adversity, persecution, and triumph through sacrifice and determination. Simone Young brings Fidelio to the Concert Hall in spectacular fashion, with her three decades of experience leading productions of Beethoven’s opera around the globe. The exceptional international cast is led by the phenomenal Elza van den Heever and Simon O’Neill.",https://www.sydneysymphony.com/concerts/simone-young-conducts-fidelio
"Concert Hall, Sydney Opera House",Sat 26 November,7:00pm,No,No,Simone Young conducts Beethoven's Fidelio,"While Beethoven’s genius was extraordinary, it was always grounded in his deeply felt humanity. In his only opera, Fidelio, this powerful marriage of music and message draws on themes of adversity, persecution, and triumph through sacrifice and determination. Simone Young brings Fidelio to the Concert Hall in spectacular fashion, with her three decades of experience leading productions of Beethoven’s opera around the globe. The exceptional international cast is led by the phenomenal Elza van den Heever and Simon O’Neill.",https://www.sydneysymphony.com/concerts/simone-young-conducts-fidelio
"Concert Hall, Sydney Opera House",Wed 07 December,8:00pm,No,No,Holst's The Planets & Britten,"Some look within for inspiration. Gustav Holst looked up. The Planets is his suite of seven movements, capturing the mythical character of each namesake planet. From Mars, the Bringer of War, to Jupiter, the Bringer of Jollity, Holst takes us on a wonderful cosmic odyssey filled with deeply atmospheric music.",https://www.sydneysymphony.com/concerts/holst-britten
"Concert Hall, Sydney Opera House",Fri 09 December,8:00pm,No,No,Holst's The Planets & Britten,"Some look within for inspiration. Gustav Holst looked up. The Planets is his suite of seven movements, capturing the mythical character of each namesake planet. From Mars, the Bringer of War, to Jupiter, the Bringer of Jollity, Holst takes us on a wonderful cosmic odyssey filled with deeply atmospheric music.",https://www.sydneysymphony.com/concerts/holst-britten
"Concert Hall, Sydney Opera House",Sat 10 December,8:00pm,No,No,Holst's The Planets & Britten,"Some look within for inspiration. Gustav Holst looked up. The Planets is his suite of seven movements, capturing the mythical character of each namesake planet. From Mars, the Bringer of War, to Jupiter, the Bringer of Jollity, Holst takes us on a wonderful cosmic odyssey filled with deeply atmospheric music.",https://www.sydneysymphony.com/concerts/holst-britten
